Date,AveragePrice,region
18-10-15,1.7,Northeast
11-10-15,1.69,Northeast
04-10-15,1.82,Northeast
27-09-15,2.12,Northeast
20-09-15,1.93,Northeast
13-09-15,1.97,Northeast
06-09-15,1.86,Northeast
30-08-15,2.01,Northeast
23-08-15,1.99,Northeast
16-08-15,2.11,Northeast
09-08-15,1.89,Northeast
02-08-15,2.02,Northeast
26-07-15,1.94,Northeast
19-07-15,2.07,Northeast
12-07-15,2.01,Northeast
05-07-15,2.09,Northeast
28-06-15,1.93,Northeast
21-06-15,2.12,Northeast
14-06-15,1.93,Northeast
07-06-15,2.02,Northeast
31-05-15,1.89,Northeast
24-05-15,1.97,Northeast
17-05-15,1.92,Northeast
10-05-15,1.9,Northeast
03-05-15,1.89,Northeast
26-04-15,1.96,Northeast
19-04-15,1.94,Northeast
12-04-15,1.81,Northeast
05-04-15,1.91,Northeast
29-03-15,1.95,Northeast
22-03-15,1.92,Northeast
15-03-15,1.83,Northeast
08-03-15,1.79,Northeast
01-03-15,1.85,Northeast
22-02-15,1.9,Northeast
15-02-15,1.84,Northeast
08-02-15,1.85,Northeast
01-02-15,1.78,Northeast
25-01-15,1.92,Northeast
18-01-15,1.94,Northeast
11-01-15,1.86,Northeast
04-01-15,1.88,Northeast
27-12-15,1.65,NorthernNewEngland
20-12-15,1.65,NorthernNewEngland
13-12-15,1.62,NorthernNewEngland
06-12-15,1.61,NorthernNewEngland
29-11-15,1.63,NorthernNewEngland
22-11-15,1.66,NorthernNewEngland
15-11-15,1.57,NorthernNewEngland
08-11-15,1.58,NorthernNewEngland
01-11-15,1.62,NorthernNewEngland
25-10-15,1.61,NorthernNewEngland
18-10-15,1.63,NorthernNewEngland
11-10-15,1.61,NorthernNewEngland
04-10-15,1.62,NorthernNewEngland
27-09-15,1.93,NorthernNewEngland
20-09-15,1.96,NorthernNewEngland
13-09-15,1.93,NorthernNewEngland
06-09-15,1.95,NorthernNewEngland
30-08-15,1.92,NorthernNewEngland
23-08-15,1.91,NorthernNewEngland
16-08-15,1.93,NorthernNewEngland
09-08-15,1.92,NorthernNewEngland
02-08-15,1.96,NorthernNewEngland
26-07-15,1.95,NorthernNewEngland
19-07-15,1.96,NorthernNewEngland
12-07-15,1.95,NorthernNewEngland
05-07-15,1.95,NorthernNewEngland
28-06-15,1.95,NorthernNewEngland
21-06-15,1.93,NorthernNewEngland
14-06-15,1.94,NorthernNewEngland
07-06-15,1.92,NorthernNewEngland
31-05-15,1.91,NorthernNewEngland
24-05-15,1.88,NorthernNewEngland
17-05-15,1.88,NorthernNewEngland
10-05-15,1.91,NorthernNewEngland
03-05-15,1.92,NorthernNewEngland
26-04-15,1.88,NorthernNewEngland
19-04-15,1.88,NorthernNewEngland
12-04-15,1.87,NorthernNewEngland
05-04-15,1.88,NorthernNewEngland
29-03-15,1.9,NorthernNewEngland
22-03-15,1.88,NorthernNewEngland
15-03-15,1.9,NorthernNewEngland
08-03-15,1.87,NorthernNewEngland
01-03-15,1.82,NorthernNewEngland
22-02-15,1.82,NorthernNewEngland
15-02-15,1.87,NorthernNewEngland
08-02-15,1.88,NorthernNewEngland
01-02-15,1.89,NorthernNewEngland
25-01-15,1.9,NorthernNewEngland
18-01-15,1.88,NorthernNewEngland
11-01-15,1.88,NorthernNewEngland
04-01-15,1.83,NorthernNewEngland
27-12-15,1.67,Orlando
20-12-15,1.89,Orlando
13-12-15,1.87,Orlando
06-12-15,1.85,Orlando
29-11-15,1.87,Orlando
22-11-15,1.84,Orlando
15-11-15,1.83,Orlando
08-11-15,1.83,Orlando
01-11-15,1.8,Orlando
25-10-15,1.85,Orlando
18-10-15,2.18,Orlando
11-10-15,2.05,Orlando
04-10-15,2.11,Orlando
27-09-15,2.24,Orlando
20-09-15,2.08,Orlando
13-09-15,2.11,Orlando
06-09-15,1.95,Orlando
30-08-15,2.11,Orlando
23-08-15,1.96,Orlando
16-08-15,1.72,Orlando
09-08-15,1.77,Orlando
02-08-15,2,Orlando
26-07-15,1.74,Orlando
19-07-15,1.72,Orlando
12-07-15,1.89,Orlando
05-07-15,1.82,Orlando
28-06-15,1.87,Orlando
21-06-15,1.89,Orlando
14-06-15,1.86,Orlando
07-06-15,1.81,Orlando
31-05-15,1.84,Orlando
24-05-15,1.81,Orlando
17-05-15,1.88,Orlando
10-05-15,1.78,Orlando
03-05-15,1.82,Orlando
26-04-15,1.88,Orlando
19-04-15,1.76,Orlando
12-04-15,1.89,Orlando
05-04-15,1.82,Orlando
29-03-15,1.89,Orlando
22-03-15,1.77,Orlando
15-03-15,1.82,Orlando
08-03-15,1.75,Orlando
01-03-15,1.7,Orlando
22-02-15,1.76,Orlando
15-02-15,1.85,Orlando
08-02-15,1.75,Orlando
01-02-15,1.76,Orlando
25-01-15,1.82,Orlando
18-01-15,1.79,Orlando
11-01-15,1.92,Orlando
04-01-15,1.8,Orlando
27-12-15,1.5,Philadelphia
20-12-15,1.83,Philadelphia
13-12-15,1.79,Philadelphia
06-12-15,1.35,Philadelphia
29-11-15,1.45,Philadelphia
22-11-15,1.55,Philadelphia
15-11-15,1.76,Philadelphia
08-11-15,1.87,Philadelphia
01-11-15,2.06,Philadelphia
25-10-15,1.86,Philadelphia
18-10-15,1.74,Philadelphia
11-10-15,1.62,Philadelphia
04-10-15,2.15,Philadelphia
27-09-15,2.21,Philadelphia
20-09-15,1.87,Philadelphia
13-09-15,1.95,Philadelphia
06-09-15,1.71,Philadelphia
30-08-15,1.93,Philadelphia
23-08-15,1.99,Philadelphia
16-08-15,2.06,Philadelphia
09-08-15,1.79,Philadelphia
02-08-15,1.94,Philadelphia
26-07-15,1.92,Philadelphia
19-07-15,1.97,Philadelphia
12-07-15,1.98,Philadelphia
05-07-15,2.03,Philadelphia
28-06-15,1.88,Philadelphia
21-06-15,2.05,Philadelphia
14-06-15,1.84,Philadelphia
07-06-15,1.94,Philadelphia
31-05-15,1.86,Philadelphia
24-05-15,1.9,Philadelphia
17-05-15,1.85,Philadelphia
10-05-15,1.79,Philadelphia
03-05-15,1.85,Philadelphia
26-04-15,1.86,Philadelphia
19-04-15,1.89,Philadelphia
12-04-15,1.73,Philadelphia
05-04-15,1.81,Philadelphia
29-03-15,1.83,Philadelphia
22-03-15,1.84,Philadelphia
15-03-15,1.7,Philadelphia
08-03-15,1.63,Philadelphia
01-03-15,1.83,Philadelphia
22-02-15,1.75,Philadelphia
15-02-15,1.68,Philadelphia
08-02-15,1.76,Philadelphia
01-02-15,1.69,Philadelphia
25-01-15,1.82,Philadelphia
18-01-15,1.93,Philadelphia
11-01-15,1.63,Philadelphia
04-01-15,1.72,Philadelphia
27-12-15,1.72,PhoenixTucson
20-12-15,1.79,PhoenixTucson
13-12-15,1.72,PhoenixTucson
06-12-15,1.87,PhoenixTucson
29-11-15,1.89,PhoenixTucson
22-11-15,1.89,PhoenixTucson
15-11-15,1.89,PhoenixTucson
08-11-15,1.72,PhoenixTucson
01-11-15,1.7,PhoenixTucson
25-10-15,1.52,PhoenixTucson
18-10-15,1.84,PhoenixTucson
11-10-15,1.91,PhoenixTucson
04-10-15,1.93,PhoenixTucson
27-09-15,1.85,PhoenixTucson
20-09-15,1.98,PhoenixTucson
13-09-15,1.9,PhoenixTucson
06-09-15,1.79,PhoenixTucson
30-08-15,1.8,PhoenixTucson
23-08-15,1.81,PhoenixTucson
16-08-15,1.79,PhoenixTucson
09-08-15,1.82,PhoenixTucson
02-08-15,1.88,PhoenixTucson
26-07-15,1.85,PhoenixTucson
19-07-15,1.85,PhoenixTucson
12-07-15,1.82,PhoenixTucson
05-07-15,1.72,PhoenixTucson
28-06-15,1.54,PhoenixTucson
21-06-15,1.48,PhoenixTucson
14-06-15,1.62,PhoenixTucson
07-06-15,1.54,PhoenixTucson
31-05-15,1.54,PhoenixTucson
24-05-15,1.7,PhoenixTucson
17-05-15,1.67,PhoenixTucson
10-05-15,1.46,PhoenixTucson
03-05-15,1.4,PhoenixTucson
26-04-15,1.65,PhoenixTucson
19-04-15,1.48,PhoenixTucson
12-04-15,1.56,PhoenixTucson
05-04-15,1.5,PhoenixTucson
29-03-15,1.46,PhoenixTucson
22-03-15,1.37,PhoenixTucson
15-03-15,1.56,PhoenixTucson
08-03-15,1.52,PhoenixTucson
01-03-15,1.37,PhoenixTucson
22-02-15,1.59,PhoenixTucson
15-02-15,1.66,PhoenixTucson
08-02-15,1.55,PhoenixTucson
01-02-15,1.18,PhoenixTucson
25-01-15,1.54,PhoenixTucson
18-01-15,1.36,PhoenixTucson
11-01-15,1.36,PhoenixTucson
04-01-15,1.12,PhoenixTucson
27-12-15,1.5,Pittsburgh
20-12-15,1.55,Pittsburgh
13-12-15,1.56,Pittsburgh
06-12-15,1.55,Pittsburgh
29-11-15,1.4,Pittsburgh
22-11-15,1.54,Pittsburgh
15-11-15,1.43,Pittsburgh
08-11-15,1.44,Pittsburgh
01-11-15,1.46,Pittsburgh
25-10-15,1.47,Pittsburgh
18-10-15,1.45,Pittsburgh
11-10-15,1.45,Pittsburgh
04-10-15,1.19,Pittsburgh
27-09-15,1.47,Pittsburgh
20-09-15,1.44,Pittsburgh
13-09-15,1.47,Pittsburgh
06-09-15,1.5,Pittsburgh
30-08-15,1.52,Pittsburgh
23-08-15,1.66,Pittsburgh
16-08-15,1.57,Pittsburgh
09-08-15,1.47,Pittsburgh
02-08-15,1.57,Pittsburgh
26-07-15,1.46,Pittsburgh
19-07-15,1.83,Pittsburgh
12-07-15,1.81,Pittsburgh
05-07-15,1.83,Pittsburgh
28-06-15,1.77,Pittsburgh
21-06-15,1.58,Pittsburgh
14-06-15,1.56,Pittsburgh
07-06-15,1.57,Pittsburgh
31-05-15,1.51,Pittsburgh
24-05-15,1.54,Pittsburgh
17-05-15,1.53,Pittsburgh
10-05-15,1.49,Pittsburgh
03-05-15,1.49,Pittsburgh
26-04-15,1.38,Pittsburgh
19-04-15,1.37,Pittsburgh
12-04-15,1.45,Pittsburgh
05-04-15,1.35,Pittsburgh
29-03-15,1.41,Pittsburgh
22-03-15,1.47,Pittsburgh
15-03-15,1.68,Pittsburgh
08-03-15,1.65,Pittsburgh
01-03-15,1.63,Pittsburgh
22-02-15,1.71,Pittsburgh
15-02-15,1.71,Pittsburgh
08-02-15,1.6,Pittsburgh
01-02-15,1.77,Pittsburgh
25-01-15,1.7,Pittsburgh
18-01-15,1.55,Pittsburgh
11-01-15,1.82,Pittsburgh
04-01-15,1.81,Pittsburgh
27-12-15,1.6,Plains
20-12-15,1.69,Plains
13-12-15,1.82,Plains
06-12-15,1.92,Plains
29-11-15,1.82,Plains
22-11-15,1.69,Plains
15-11-15,1.68,Plains
08-11-15,1.73,Plains
01-11-15,1.55,Plains
25-10-15,1.64,Plains
18-10-15,1.68,Plains
11-10-15,1.82,Plains
04-10-15,1.76,Plains
27-09-15,1.85,Plains
20-09-15,1.85,Plains
13-09-15,1.87,Plains
06-09-15,1.91,Plains
30-08-15,1.9,Plains
23-08-15,1.92,Plains
16-08-15,1.88,Plains
09-08-15,1.87,Plains
02-08-15,1.84,Plains
26-07-15,1.84,Plains
19-07-15,1.85,Plains
12-07-15,1.89,Plains
05-07-15,1.92,Plains
28-06-15,1.93,Plains
21-06-15,1.88,Plains
14-06-15,1.79,Plains
07-06-15,1.9,Plains
31-05-15,1.93,Plains
24-05-15,1.92,Plains
17-05-15,1.93,Plains
10-05-15,1.85,Plains
03-05-15,1.92,Plains
26-04-15,1.93,Plains
19-04-15,1.9,Plains
12-04-15,1.82,Plains
05-04-15,1.81,Plains
29-03-15,1.85,Plains
22-03-15,1.8,Plains
15-03-15,1.67,Plains
08-03-15,1.68,Plains
01-03-15,1.7,Plains
22-02-15,1.66,Plains
15-02-15,1.68,Plains
08-02-15,1.54,Plains
01-02-15,1.67,Plains
25-01-15,1.8,Plains
18-01-15,1.8,Plains
11-01-15,1.68,Plains
04-01-15,1.69,Plains
27-12-15,1.24,Portland
20-12-15,1.21,Portland
13-12-15,0.93,Portland
06-12-15,1.66,Portland
29-11-15,1.38,Portland
22-11-15,1.12,Portland
15-11-15,1.8,Portland
08-11-15,1.39,Portland
01-11-15,0.98,Portland
25-10-15,1.74,Portland
18-10-15,1.78,Portland
11-10-15,1.68,Portland
04-10-15,1.57,Portland
27-09-15,1.72,Portland
20-09-15,1.76,Portland
13-09-15,2.07,Portland
06-09-15,2.16,Portland
30-08-15,1.37,Portland
23-08-15,2.21,Portland
16-08-15,1.73,Portland
09-08-15,2.02,Portland
02-08-15,1.94,Portland
26-07-15,1.96,Portland
19-07-15,1.37,Portland
12-07-15,1.82,Portland
05-07-15,1.93,Portland
28-06-15,1.53,Portland
21-06-15,1.53,Portland
14-06-15,1.91,Portland
07-06-15,1.96,Portland
31-05-15,1.5,Portland
24-05-15,1.82,Portland
17-05-15,1.68,Portland
10-05-15,1.64,Portland
03-05-15,1.54,Portland
26-04-15,1.27,Portland
19-04-15,1.57,Portland
12-04-15,1.32,Portland
05-04-15,1.76,Portland
29-03-15,1.45,Portland
22-03-15,1.29,Portland
15-03-15,1.61,Portland
08-03-15,1.45,Portland
01-03-15,1.32,Portland
22-02-15,1.38,Portland
15-02-15,1.51,Portland
08-02-15,1.23,Portland
01-02-15,1.2,Portland
25-01-15,1.35,Portland
18-01-15,1.24,Portland
11-01-15,1.22,Portland
04-01-15,1.28,Portland
27-12-15,1.74,RaleighGreensboro
20-12-15,1.77,RaleighGreensboro
13-12-15,1.81,RaleighGreensboro
06-12-15,1.82,RaleighGreensboro
29-11-15,1.78,RaleighGreensboro
22-11-15,1.79,RaleighGreensboro
15-11-15,1.77,RaleighGreensboro
08-11-15,1.75,RaleighGreensboro
01-11-15,1.65,RaleighGreensboro
25-10-15,1.78,RaleighGreensboro
18-10-15,1.73,RaleighGreensboro
11-10-15,1.59,RaleighGreensboro
04-10-15,1.76,RaleighGreensboro
27-09-15,1.81,RaleighGreensboro
20-09-15,1.86,RaleighGreensboro
13-09-15,1.94,RaleighGreensboro
06-09-15,1.95,RaleighGreensboro
30-08-15,1.94,RaleighGreensboro
23-08-15,1.92,RaleighGreensboro
16-08-15,1.9,RaleighGreensboro
09-08-15,1.82,RaleighGreensboro
02-08-15,1.86,RaleighGreensboro
26-07-15,1.77,RaleighGreensboro
19-07-15,1.76,RaleighGreensboro
12-07-15,1.77,RaleighGreensboro
05-07-15,1.82,RaleighGreensboro
28-06-15,1.8,RaleighGreensboro
21-06-15,1.83,RaleighGreensboro
14-06-15,1.75,RaleighGreensboro
07-06-15,1.66,RaleighGreensboro
31-05-15,1.6,RaleighGreensboro
24-05-15,1.36,RaleighGreensboro
17-05-15,1.15,RaleighGreensboro
10-05-15,1.32,RaleighGreensboro
03-05-15,1.35,RaleighGreensboro
26-04-15,1.51,RaleighGreensboro
19-04-15,1.68,RaleighGreensboro
12-04-15,1.67,RaleighGreensboro
05-04-15,1.96,RaleighGreensboro
29-03-15,1.78,RaleighGreensboro
22-03-15,1.85,RaleighGreensboro
15-03-15,1.87,RaleighGreensboro
08-03-15,1.74,RaleighGreensboro
01-03-15,1.73,RaleighGreensboro
22-02-15,1.77,RaleighGreensboro
15-02-15,1.69,RaleighGreensboro
08-02-15,1.73,RaleighGreensboro
01-02-15,1.79,RaleighGreensboro
25-01-15,2.02,RaleighGreensboro
18-01-15,1.97,RaleighGreensboro
11-01-15,1.98,RaleighGreensboro
04-01-15,2.01,RaleighGreensboro
27-12-15,1.53,RichmondNorfolk
20-12-15,1.67,RichmondNorfolk
13-12-15,1.67,RichmondNorfolk
06-12-15,1.67,RichmondNorfolk
29-11-15,1.68,RichmondNorfolk
22-11-15,1.65,RichmondNorfolk
15-11-15,1.65,RichmondNorfolk
08-11-15,1.58,RichmondNorfolk
01-11-15,1.4,RichmondNorfolk
25-10-15,1.66,RichmondNorfolk
18-10-15,1.63,RichmondNorfolk
11-10-15,1.31,RichmondNorfolk
04-10-15,1.68,RichmondNorfolk
27-09-15,1.65,RichmondNorfolk
20-09-15,1.87,RichmondNorfolk
13-09-15,1.84,RichmondNorfolk
06-09-15,1.85,RichmondNorfolk
30-08-15,1.8,RichmondNorfolk
23-08-15,1.74,RichmondNorfolk
16-08-15,1.68,RichmondNorfolk
09-08-15,1.59,RichmondNorfolk
02-08-15,1.7,RichmondNorfolk
26-07-15,1.41,RichmondNorfolk
19-07-15,1.35,RichmondNorfolk
12-07-15,1.28,RichmondNorfolk
05-07-15,1.49,RichmondNorfolk
28-06-15,1.4,RichmondNorfolk
21-06-15,1.35,RichmondNorfolk
14-06-15,1.33,RichmondNorfolk
07-06-15,1.24,RichmondNorfolk
31-05-15,1.13,RichmondNorfolk
24-05-15,1.02,RichmondNorfolk
17-05-15,1.01,RichmondNorfolk
10-05-15,1.03,RichmondNorfolk
03-05-15,1.03,RichmondNorfolk
26-04-15,1.12,RichmondNorfolk
19-04-15,1.26,RichmondNorfolk
12-04-15,1.23,RichmondNorfolk
05-04-15,1.54,RichmondNorfolk
29-03-15,1.6,RichmondNorfolk
22-03-15,1.52,RichmondNorfolk
15-03-15,1.57,RichmondNorfolk
08-03-15,1.57,RichmondNorfolk
01-03-15,1.47,RichmondNorfolk
22-02-15,1.51,RichmondNorfolk
15-02-15,1.59,RichmondNorfolk
08-02-15,1.55,RichmondNorfolk
01-02-15,1.58,RichmondNorfolk
25-01-15,1.57,RichmondNorfolk
18-01-15,1.62,RichmondNorfolk
11-01-15,1.66,RichmondNorfolk
04-01-15,1.54,RichmondNorfolk
27-12-15,1.41,Roanoke
20-12-15,1.59,Roanoke
13-12-15,1.55,Roanoke
06-12-15,1.55,Roanoke
29-11-15,1.61,Roanoke
22-11-15,1.54,Roanoke
15-11-15,1.53,Roanoke
08-11-15,1.44,Roanoke
01-11-15,1.19,Roanoke
25-10-15,1.56,Roanoke
18-10-15,1.58,Roanoke
11-10-15,1.13,Roanoke
04-10-15,1.6,Roanoke
27-09-15,1.67,Roanoke
20-09-15,1.85,Roanoke
13-09-15,1.84,Roanoke
06-09-15,1.78,Roanoke
30-08-15,1.73,Roanoke
23-08-15,1.69,Roanoke
16-08-15,1.65,Roanoke
09-08-15,1.6,Roanoke
02-08-15,1.7,Roanoke
26-07-15,1.34,Roanoke
19-07-15,1.19,Roanoke
12-07-15,1.14,Roanoke
05-07-15,1.37,Roanoke
28-06-15,1.31,Roanoke
21-06-15,1.33,Roanoke
14-06-15,1.16,Roanoke
07-06-15,1.08,Roanoke
31-05-15,0.98,Roanoke
24-05-15,0.89,Roanoke
17-05-15,0.92,Roanoke
10-05-15,0.82,Roanoke
03-05-15,0.88,Roanoke
26-04-15,0.94,Roanoke
19-04-15,1.05,Roanoke
12-04-15,1.03,Roanoke
05-04-15,1.42,Roanoke
29-03-15,1.51,Roanoke
22-03-15,1.36,Roanoke
15-03-15,1.5,Roanoke
08-03-15,1.48,Roanoke
01-03-15,1.33,Roanoke
22-02-15,1.36,Roanoke
15-02-15,1.46,Roanoke
08-02-15,1.44,Roanoke
01-02-15,1.5,Roanoke
25-01-15,1.47,Roanoke
18-01-15,1.48,Roanoke
11-01-15,1.47,Roanoke
04-01-15,1.39,Roanoke
27-12-15,1.72,Sacramento
20-12-15,1.68,Sacramento
13-12-15,1.68,Sacramento
06-12-15,1.43,Sacramento
29-11-15,2.04,Sacramento
22-11-15,1.79,Sacramento
15-11-15,1.87,Sacramento
08-11-15,1.8,Sacramento
01-11-15,1.9,Sacramento
25-10-15,1.86,Sacramento
18-10-15,2.14,Sacramento
11-10-15,2.1,Sacramento
04-10-15,2.01,Sacramento
27-09-15,1.95,Sacramento
20-09-15,2,Sacramento
13-09-15,2.02,Sacramento
06-09-15,2.15,Sacramento
30-08-15,2.1,Sacramento
23-08-15,1.84,Sacramento
16-08-15,2.09,Sacramento
09-08-15,2.17,Sacramento
02-08-15,2.1,Sacramento
26-07-15,2.12,Sacramento
19-07-15,1.98,Sacramento
12-07-15,1.72,Sacramento
05-07-15,1.86,Sacramento
28-06-15,1.84,Sacramento
21-06-15,1.82,Sacramento
14-06-15,1.81,Sacramento
07-06-15,1.85,Sacramento
31-05-15,1.62,Sacramento
24-05-15,1.62,Sacramento
17-05-15,1.53,Sacramento
10-05-15,1.3,Sacramento
03-05-15,1.64,Sacramento
26-04-15,1.62,Sacramento
19-04-15,1.65,Sacramento
12-04-15,1.65,Sacramento
05-04-15,1.64,Sacramento
29-03-15,1.64,Sacramento
22-03-15,1.52,Sacramento
15-03-15,1.63,Sacramento
08-03-15,1.6,Sacramento
01-03-15,1.22,Sacramento
22-02-15,1.51,Sacramento
15-02-15,1.63,Sacramento
08-02-15,1.5,Sacramento
01-02-15,1.22,Sacramento
25-01-15,1.44,Sacramento
18-01-15,1.13,Sacramento
11-01-15,1.27,Sacramento
04-01-15,1.33,Sacramento
27-12-15,1.62,SanDiego
20-12-15,1.23,SanDiego
13-12-15,1.27,SanDiego
06-12-15,1.83,SanDiego
29-11-15,1.87,SanDiego
22-11-15,1.85,SanDiego
15-11-15,1.68,SanDiego
08-11-15,1.82,SanDiego
01-11-15,1.64,SanDiego
25-10-15,1.65,SanDiego
18-10-15,1.85,SanDiego
11-10-15,1.82,SanDiego
04-10-15,1.85,SanDiego
27-09-15,1.7,SanDiego
20-09-15,1.69,SanDiego
13-09-15,1.81,SanDiego
06-09-15,1.85,SanDiego
30-08-15,1.88,SanDiego
23-08-15,1.74,SanDiego
16-08-15,1.82,SanDiego
09-08-15,1.82,SanDiego
02-08-15,1.86,SanDiego
26-07-15,1.71,SanDiego
19-07-15,1.85,SanDiego
12-07-15,1.81,SanDiego
05-07-15,1.55,SanDiego
28-06-15,1.55,SanDiego
21-06-15,1.56,SanDiego
14-06-15,1.53,SanDiego
07-06-15,1.51,SanDiego
31-05-15,1.49,SanDiego
24-05-15,1.51,SanDiego
17-05-15,1.48,SanDiego
10-05-15,1.45,SanDiego
03-05-15,1.41,SanDiego
26-04-15,1.48,SanDiego
19-04-15,1.52,SanDiego
12-04-15,1.49,SanDiego
05-04-15,1.53,SanDiego
29-03-15,1.53,SanDiego
22-03-15,1.16,SanDiego
15-03-15,1.49,SanDiego
08-03-15,1.48,SanDiego
01-03-15,1.09,SanDiego
22-02-15,1.44,SanDiego
15-02-15,1.49,SanDiego
08-02-15,1.29,SanDiego
01-02-15,1.11,SanDiego
25-01-15,1.26,SanDiego
18-01-15,1.29,SanDiego
11-01-15,1.05,SanDiego
04-01-15,1.23,SanDiego
27-12-15,1.88,SanFrancisco
20-12-15,1.87,SanFrancisco
13-12-15,1.94,SanFrancisco
06-12-15,1.92,SanFrancisco
29-11-15,2.58,SanFrancisco
22-11-15,2.04,SanFrancisco
15-11-15,2.02,SanFrancisco
08-11-15,1.98,SanFrancisco
01-11-15,2.01,SanFrancisco
25-10-15,1.94,SanFrancisco
18-10-15,2.79,SanFrancisco
11-10-15,2.66,SanFrancisco
04-10-15,2.59,SanFrancisco
27-09-15,2.74,SanFrancisco
20-09-15,2.79,SanFrancisco
13-09-15,2.73,SanFrancisco
06-09-15,2.73,SanFrancisco
30-08-15,2.77,SanFrancisco
23-08-15,2.71,SanFrancisco
16-08-15,2.73,SanFrancisco
09-08-15,2.72,SanFrancisco
02-08-15,2.76,SanFrancisco
26-07-15,2.75,SanFrancisco
19-07-15,2.36,SanFrancisco
12-07-15,2.09,SanFrancisco
05-07-15,1.96,SanFrancisco
28-06-15,1.96,SanFrancisco
21-06-15,1.95,SanFrancisco
14-06-15,1.95,SanFrancisco
07-06-15,1.96,SanFrancisco
31-05-15,1.54,SanFrancisco
24-05-15,1.52,SanFrancisco
17-05-15,1.53,SanFrancisco
10-05-15,1.48,SanFrancisco
03-05-15,1.55,SanFrancisco
26-04-15,1.52,SanFrancisco
19-04-15,1.55,SanFrancisco
12-04-15,1.54,SanFrancisco
05-04-15,1.55,SanFrancisco
29-03-15,1.55,SanFrancisco
22-03-15,1.34,SanFrancisco
15-03-15,1.56,SanFrancisco
08-03-15,1.56,SanFrancisco
01-03-15,1.09,SanFrancisco
22-02-15,1.39,SanFrancisco
15-02-15,1.55,SanFrancisco
08-02-15,1.35,SanFrancisco
01-02-15,1.06,SanFrancisco
25-01-15,1.34,SanFrancisco
18-01-15,1.27,SanFrancisco
11-01-15,1.12,SanFrancisco
04-01-15,1.18,SanFrancisco
27-12-15,1.51,Seattle
20-12-15,1.55,Seattle
13-12-15,1.03,Seattle
06-12-15,2.06,Seattle
29-11-15,2.06,Seattle
22-11-15,1.14,Seattle
15-11-15,1.5,Seattle
08-11-15,1.46,Seattle
01-11-15,1.25,Seattle
25-10-15,1.74,Seattle
18-10-15,1.88,Seattle
11-10-15,1.75,Seattle
04-10-15,1.73,Seattle
27-09-15,1.75,Seattle
20-09-15,1.97,Seattle
13-09-15,2.11,Seattle
06-09-15,1.99,Seattle
30-08-15,1.58,Seattle
23-08-15,1.9,Seattle
16-08-15,1.7,Seattle
09-08-15,1.96,Seattle
02-08-15,2.04,Seattle
26-07-15,2.2,Seattle
19-07-15,1.64,Seattle
12-07-15,2.23,Seattle
05-07-15,1.98,Seattle
28-06-15,1.71,Seattle
21-06-15,1.75,Seattle
14-06-15,2.03,Seattle
07-06-15,2.01,Seattle
31-05-15,1.65,Seattle
24-05-15,1.85,Seattle
17-05-15,1.81,Seattle
10-05-15,1.66,Seattle
03-05-15,1.56,Seattle
26-04-15,1.66,Seattle
19-04-15,1.76,Seattle
12-04-15,1.59,Seattle
05-04-15,1.92,Seattle
29-03-15,1.56,Seattle
22-03-15,1.53,Seattle
15-03-15,1.8,Seattle
08-03-15,1.62,Seattle
01-03-15,1.71,Seattle
22-02-15,1.5,Seattle
15-02-15,1.59,Seattle
08-02-15,1.4,Seattle
01-02-15,1.44,Seattle
25-01-15,1.7,Seattle
18-01-15,1.45,Seattle
11-01-15,1.46,Seattle
04-01-15,1.49,Seattle
27-12-15,1.71,SouthCarolina
20-12-15,1.77,SouthCarolina
13-12-15,1.74,SouthCarolina
06-12-15,1.73,SouthCarolina
29-11-15,1.71,SouthCarolina
22-11-15,1.89,SouthCarolina
15-11-15,1.82,SouthCarolina
08-11-15,1.74,SouthCarolina
01-11-15,1.75,SouthCarolina
25-10-15,1.77,SouthCarolina
18-10-15,1.84,SouthCarolina
11-10-15,1.79,SouthCarolina
04-10-15,1.96,SouthCarolina
27-09-15,2.06,SouthCarolina
20-09-15,1.91,SouthCarolina
13-09-15,1.98,SouthCarolina
06-09-15,2,SouthCarolina
30-08-15,1.92,SouthCarolina
23-08-15,1.91,SouthCarolina
16-08-15,1.97,SouthCarolina
09-08-15,2,SouthCarolina
02-08-15,1.94,SouthCarolina
26-07-15,1.81,SouthCarolina
19-07-15,1.79,SouthCarolina
12-07-15,1.84,SouthCarolina
05-07-15,1.84,SouthCarolina
28-06-15,1.9,SouthCarolina
21-06-15,2.07,SouthCarolina
14-06-15,1.99,SouthCarolina
07-06-15,1.95,SouthCarolina
31-05-15,2.02,SouthCarolina
24-05-15,1.99,SouthCarolina
17-05-15,1.44,SouthCarolina
10-05-15,1.87,SouthCarolina
03-05-15,1.92,SouthCarolina
26-04-15,2.02,SouthCarolina
19-04-15,1.87,SouthCarolina
12-04-15,1.94,SouthCarolina
05-04-15,1.97,SouthCarolina
29-03-15,1.93,SouthCarolina
22-03-15,1.77,SouthCarolina
15-03-15,1.5,SouthCarolina
08-03-15,1.53,SouthCarolina
01-03-15,1.52,SouthCarolina
22-02-15,1.69,SouthCarolina
15-02-15,1.72,SouthCarolina
08-02-15,1.56,SouthCarolina
01-02-15,1.66,SouthCarolina
25-01-15,2.01,SouthCarolina
18-01-15,1.93,SouthCarolina
11-01-15,2.06,SouthCarolina
04-01-15,1.86,SouthCarolina
27-12-15,1.39,SouthCentral
20-12-15,1.41,SouthCentral
13-12-15,1.43,SouthCentral
